,username,full_text,tweet_clean,english_text,label
137,ArsjadRasjid,Perkembangan teknologi AI tak bisa kita bendung. Sudah saatnya kita melihatnya sebagai peluang dan alat dalam mempermudah pekerjaan kita alih-alih sebagai suatu ancaman [utas] https://t.co/rWlJHzLZcf,perkembangan teknolog ai bendung peluang alat mempermudah pekerjaan alihalih ancaman uta,The development of AI technology provides opportunities for tools to make work easier rather than major threats,positive
138,_abproject,Pemanfaatan teknologi AI diyakini lebih efektif dalam memberantas judi online. #DukungKominfoBerantasJudol https://t.co/uECyjVbdYr,pemanfaatan teknolog ai diyakini efektif memberanta judi onlin dukungkominfoberantasjudol,The use of AI technology is believed to be effective in eradicating online gambling,positive
139,Rumahsinggah78,Google kan punya teknologi canggih yang bernama artificial intelegence (AI). Semoga AI ini dapat menelusuri hingga pihak owner judi online. Di saat itulah Kemenkominfo men-take down websitenya memblokir rekeningnya dan mempolisikan owner-nya. #DukungKominfoBerantasJudol https://t.co/y9NCkTFmme,googl teknolog canggih bernama artifici inteleg ai semoga ai menelusuri owner judi onlin kemenkominfo mentak down websitenya memblokir rekeningnya mempolisikan ownernya dukungkominfoberantasjudol,Google advanced technology called artifici inteleg ai hopefully ai searches for the owner of online gambling kemenkominfo stops the website down blocking his account polices the owner supportskominfoberantasjudol,positive
140,Rohayat91,Google kan punya teknologi canggih yang bernama artificial intelegence (AI). Semoga AI ini dapat menelusuri hingga pihak owner judi online. Di saat itulah Kemenkominfo men-take down websitenya memblokir rekeningnya dan mempolisikan owner-nya. #DukungKominfoBerantasJudol https://t.co/Z0o7e1cS9x,googl teknolog canggih bernama artifici inteleg ai semoga ai menelusuri owner judi onlin kemenkominfo mentak down websitenya memblokir rekeningnya mempolisikan ownernya dukungkominfoberantasjudol,Google advanced technology called artifici inteleg ai hopefully ai searches for the owner of online gambling kemenkominfo stops the website down blocking his account polices the owner supportskominfoberantasjudol,positive
141,RidhaIntifadha,Day 28 #MayLearnings Apa teknologi atau tren baru yang menurutmu akan berpengaruh pada bidangmu dalam lima tahun ke depan? Di industri kreatif teknologi AI saat ini benar-benar membumi sehingga orang awam bisa membuat konten sendiri dengan mudah murah dan cepat. Di dunia https://t.co/KNdzOWF5fV,day maylearn teknolog tren menurutmu berpengaruh bidangmu industri kreatif teknolog ai benarbenar membumi orang awam konten mudah murah cepat dunia,day maylearn technology trends that you think have an impact on your field creative industry AI technology really down to earth lay people content easy cheap fast world,positive
142,hadinabd, Menurut saya ini tidak ilmiah BADUTTTTT LO SEMUA 1 INSTITUSI KEMENTRIAN BODO AMAT ADA BERAPA PROFESOR DI SANA TAPI KAPTENNYA BISA SAMPE NGOMONG GINI BAAADUUUTTTTT BUBAR GA LO DETIK INI JUGA @KemenkesRI https://t.co/hBrNEwwNge https://t.co/ATbbUBpqwM,ilmiah baduttttt lo institusi kementrian bodo profesor kaptennya samp ngomong gini baaaduuuttttt bubar ga lo detik,"science is bad, you stupid ministerial institution, the captain's professor is even talking like this, baaaduuuttttt, don't you disband, bro?",negative
143,mycontentforum,Beberapa insiden ini yang melibatkan tokoh awam terkenal dalam video deepfake seharusnya diambil iktibar. Justeru kewujudan kerangka pengawalseliaan penggunaan AI adalah penting bagi menyekat penyebaran maklumat palsu penyalahgunaan teknologi dan melindungi pengguna ️ https://t.co/rPrVdr34OJ,insiden melibatkan tokoh awam terken video deepfak diambil iktibar justeru kewujudan kerangka pengawalseliaan penggunaan ai menyekat penyebaran maklumat palsu penyalahgunaan teknolog melindungi pengguna,"incident involving a well-known public figure, a deepfak video was taken because of the fact that the existence of a regulatory framework for the use of AI prevents the spread of false information, misuse of technology protects users",negative
144,AmandaWizzel,Semoga teknologi AI yg dimiliki google dpt menelusuri hingga owner judi online. #DukungKominfoBerantasJudol,semoga teknolog ai yg dimiliki googl dpt menelusuri owner judi onlin dukungkominfoberantasjudol,Hopefully Google's AI technology can trace online gambling owners to support Kominfoberantasjudol,neutral
145,SinarOnline,Buat julung kalinya syarikat kecerdasan buatan (AI) Fanvue menganjurkan pertandingan ratu cantik AI yang akan menilai model kepintaran buatan (AI) peserta dari aspek kecantikan pengaruh media sosial dan penggunaan teknologi tersebut oleh pencipta mereka. #SinarHarian https://t.co/6Ar7ieoa75,julung kalinya syarikat kecerdasan buatan ai fanvu menganjurkan pertandingan ratu cantik ai menilai model kepintaran buatan ai peserta aspek kecantikan pengaruh media sosial penggunaan teknolog pencipta sinarharian,first time artificial intelligence company ai fanvu hosted ai beauty contest,negative
146,asumsico,Kecerdasan buatan atau yang kita sebut AI kini digadang-gadang menjadi suatu teknologi yang dapat membantu serta memudahkan kehidupan manusia. Google berupaya menghadirkan AI generatif untuk membangun infrastruktur hingga membantu masyarakat Indonesia untuk menemukan potensi https://t.co/bw0y0lffB1,kecerdasan buatan ai digadanggadang teknolog membantu memudahkan kehidupan manusia googl berupaya menghadirkan ai generatif membangun infrastruktur membantu masyarakat indonesia menemukan potensi,artificial intelligence ai digadanggadang technology helps make human life easier googl strives to present generative ai builds infrastructure helps indonesian people discover potential,negative
147,pedoqpop,dahsyat eh teknologi ai sekarang. senang betul buat video palsu untuk fitnah,dahsyat eh teknolog ai senang video palsu fitnah,"Awesome, AI technology likes fake slanderous videos",positive
148,AmandaWizzel,Menkominfo meyakini bhw AI yg akan digunakan utk memberantas judi online merupakan teknologi yg terkini. #DukungKominfoBerantasJudol https://t.co/WgtuN41dE4,menkominfo bhw ai yg utk memberanta judi onlin teknolog yg terkini dukungkominfoberantasjudol,"Minister of Communication and Information that AI is to eradicate online gambling, the latest technology supports Kominfo to eradicate judol",positive
149,darnanto,@DrEvaChaniago Menkes abal abal tuh dipikir teknologi AI sudah bisa menggantikan manusia. Kalo berpikir seperti itu kenapa presiden wapres dan para menterinya tidak digantikan saja dengan AI? Dungu ya dungu tapi jangan ditularkan ke orang lain.,menk abal abal tuh dipikir teknolog ai menggantikan manusia kalo berpikir presiden wapr menterinya digantikan ai dungu ya dungu ditularkan orang,"If you think that AI technology will replace humans, if you think that AI will replace the president, his ministers will be replaced by AI, it's stupid, it's stupid, it's spread by people.",negative
150,_abproject,Pertemuan antara Menkominfo dengan Google untuk membahas komitmen Google memanfaatkan teknologi AI dalam memberantas judi online. #DukungKominfoBerantasJudol https://t.co/FNqemkMce5,pertemuan menkominfo googl membaha komitmen googl memanfaatkan teknolog ai memberanta judi onlin dukungkominfoberantasjudol,Google's Minister of Communication and Information meeting discussed Google's commitment to use AI technology to eradicate online gambling to support Kominfo to eradicate judol,neutral
151,raca3indo,Sinergi antara AI dan blockchain membentuk kembali industri dan merevolusi cara kita berinteraksi dengan teknologi. Nantikan perkembangan inovatif! #AI #JazDID https://t.co/NCIEXdieJk,sinergi ai blockchain membentuk industri merevolusi berinteraksi teknolog nantikan perkembangan inovatif ai jazdid,ai blockchain synergy shapes industry revolutionizing interacting technologists look forward to ai jazdid's innovative developments,positive
152,_abproject,Pemanfaatan teknologi AI dalam memberantas judi online sudah sejalan dengan fokus Google. #DukungKominfoBerantasJudol https://t.co/jBlKmzk45E,pemanfaatan teknolog ai memberanta judi onlin sejalan foku googl dukungkominfoberantasjudol,The use of AI technology eradicates online gambling in line with Google's focus on supporting Kominfo to eradicate judol,positive
153,Rohayat91,Google dgn teknologi canggih yg bernama artificial intelegence (AI). Semoga dpt menelusuri hingga pihak owner judi online. Di saat itulah Kemenkominfo men-take down websitenya memblokir rekeningnya dan mempolisikan owner-nya. #DukungKominfoBerantasJudol https://t.co/vHsRv9i5Vy,googl dgn teknolog canggih yg bernama artifici inteleg ai semoga dpt menelusuri owner judi onlin kemenkominfo mentak down websitenya memblokir rekeningnya mempolisikan ownernya dukungkominfoberantasjudol,"Google with a sophisticated technology called artificial intelligence AI, hopefully you can trace the owner of online gambling, the Ministry of Communication and Information keeps the website down, blocks the account, polices the owner, supports Kominfo, eradicates judol",negative
154,EndahYulie06,Berantas judi online dengan mengunakan teknologi AI bersama Google. #DukungKominfoBerantasJudol https://t.co/ZiKm9Rdd9M,beranta judi onlin mengunakan teknolog ai googl dukungkominfoberantasjudol,"eradicate online gambling using Google AI technology to support Kominfo, eradicate judol",neutral
155,pertamina,Pameran ini menjadi daya tarik bagi anak-anak muda yang menyukai K-Pop banyak spot ekshibisi dari 69 idol group yang menyenangkan dan bisa mencoba berbagai fitur teknologi AI serta beragam spot foto menarik. More info klik https://t.co/qiWH94HxmP #EnergizingYou https://t.co/lM35qPTF8p,pameran daya tarik anakanak muda menyukai kpop spot ekshibisi idol group menyenangkan mencoba fitur teknolog ai beragam spot foto menarik more info klik energizingy,"the exhibition attracts young people who like kpop, the idol group exhibition spot, it's fun to try out the AI ​​technology features, various interesting photo spots, more info, click energizingy",positive
156,cokoretocodisco,Kenapa orang2 terlalu percaya sama teknologi buatan sih? Kek otak manusia kan tetep yg utama? AI tu dipakai buat membantu bukan jadi yg utama. Semua itu tetep perlu pemeriksaan fisik dan anamnesa buat peneguhan diagnosa. Siapa yg bisa melakukannya dg baik? Ya dokter.,orang percaya teknolog buatan sih kek otak manusia tetep yg utama ai tu dipakai membantu yg utama tetep pemeriksaan fisik anamnesa peneguhan diagnosa yg melakukannya dg ya dokter,"People believe in artificial technology, the human brain is still the main thing that is used to help, the main thing is still a physical examination, anamnesis, confirmation of the diagnosis, which is done by a doctor",negative
157,Rumahsinggah78,Google punya teknologi canggih yang bernama artificial intelegence (AI). Semoga AI ini dapat menelusuri hingga pihak owner judi online. Di saat itulah Kemenkominfo men-take down websitenya memblokir rekeningnya dan mempolisikan owner-nya. #DukungKominfoBerantasJudol https://t.co/PFDvLzJOWB,googl teknolog canggih bernama artifici inteleg ai semoga ai menelusuri owner judi onlin kemenkominfo mentak down websitenya memblokir rekeningnya mempolisikan ownernya dukungkominfoberantasjudol,Google advanced technology called artifici inteleg ai hopefully ai searches for the owner of online gambling kemenkominfo stops the website down blocking his account polices the owner supportskominfoberantasjudol,positive
158,warta_my, Penggunaan teknologi AI mesti diterapkan dengan nilai dan ilmu Islam PM https://t.co/vhcKYin0Em https://t.co/5xWqhQ2Cjw,penggunaan teknolog ai mesti diterapkan nilai ilmu islam pm,The use of AI technology must be applied to PM Islamic science values,neutral
159,unpad,Setelah lihat kurikulum di Bangkit sayang rasanya kalau melewatkan kesempatan ini Paket super lengkap ini hanya untuk kamu Keterampilan Teknologi (dilengkapi materi AI) Kecakapan Personal Bahasa Inggris Segera daftar di https://t.co/ZiX5b5RYxh #Bangkit2024Batch2 https://t.co/b6vHUKkOCR,lihat kurikulum bangkit sayang melewatkan kesempatan paket super lengkap keterampilan teknolog dilengkapi materi ai kecakapan person bahasa inggri daftar bangkitbatch,"see the rise curriculum, it would be a shame to miss the opportunity, super complete package of technology skills, equipped with AI material, English language skills, list of risebatch",positive
160,oomdamar,Merayakan Hari Tubuh dan Darah Kristus di Seminari Menengah Christus Sacerdos Pematang Siantar. + sambil mengajar tentang pemanfaatan teknologi digital dan AI ke &gt; 130 siswa/seminaris. https://t.co/1oXIVoXnR2,merayakan tubuh darah kristu seminari menengah christu sacerdo pematang siantar mengajar pemanfaatan teknolog digit ai gt siswaseminari,celebrating the body blood of christ christu sacerdo secondary seminary pematang siantar teaching utilization of digital technology ai gt students seminary,negative
161,HukumOnline,Kecanggihan teknologi kecerdasan buatan atau artificial intelligence (AI) semakin berkembang. https://t.co/4aHnhN1HG4,kecanggihan teknolog kecerdasan buatan artifici intellig ai berkembang,the sophistication of artificial intelligence technology is growing,negative
162,detikinet,Beberapa tahun mendatang Augmented Reality dan Virtual Reality akan menggantikan peran smartphone dengan dukungan Artificial Intelligence.Penasaran teknologi apa saja yang jadi pengganti Smartphone di masa depan? Simak video berikut ini! #detikinet #teknologi #AR #VR #AI https://t.co/qErll6ue77,augment realiti virtual realiti menggantikan peran smartphon dukungan artifici intelligencepenasaran teknolog pengganti smartphon simak video detikinet teknolog ar vr ai,Augmented Reality Virtual Reality Replaces the Role of Smartphones Artificial Intelligence Support Curious about Smartphone Replacement Technology Watch the video detikinet AR VR AI Technology,negative
163,EndahYulie06,Google dgn teknologi canggih yg bernama artificial intelegence (AI). Semoga dpt menelusuri hingga pihak owner judi online. Di saat itulah Kemenkominfo men-take down websitenya memblokir rekeningnya dan mempolisikan owner-nya. #DukungKominfoBerantasJudol https://t.co/gkmDwXpL7L https://t.co/hmwXWJrZrE,googl dgn teknolog canggih yg bernama artifici inteleg ai semoga dpt menelusuri owner judi onlin kemenkominfo mentak down websitenya memblokir rekeningnya mempolisikan ownernya dukungkominfoberantasjudol,"Google with a sophisticated technology called artificial intelligence AI, hopefully you can trace the owner of online gambling, the Ministry of Communication and Information keeps the website down, blocks the account, polices the owner, supports Kominfo, eradicates judol",negative
164,aryadega,Ketika Drone dikasih teknologi AI. https://t.co/Rvjawt56Ri,drone dikasih teknolog ai,Drones are equipped with AI technology,neutral
165,EndahYulie06,#DukungKominfoBerantasJudol Pertemuan akan di lakukan oleh Kominfo bersama Google untuk memanfaatkan teknologi AI dalam memberantas Judi Online. https://t.co/sV772qZqlF,dukungkominfoberantasjudol pertemuan lakukan kominfo googl memanfaatkan teknolog ai memberanta judi onlin,Support Kominfo to eradicatejudol meeting with Kominfo Google to use AI technology to eradicate online gambling,neutral
166,AmandaWizzel,Langkah Kominfo menggandeng Google utk memberantas judi online merupakan langkah bagus Semoga teknologi AI dpt menelusuri hingga pihak owner Judi online. #DukungKominfoBerantasJudol https://t.co/CE4e8Wh6eo,langkah kominfo menggandeng googl utk memberanta judi onlin langkah bagu semoga teknolog ai dpt menelusuri owner judi onlin dukungkominfoberantasjudol,Kominfo's steps to collaborate with Google to eradicate online gambling are good steps so that AI technology can trace online gambling owners. Support Kominfo to eradicate judol,positive
167,Supernova9810,STOP NGEMIS LIKE! Gw tahu ini AI tapi kl mau bawa agama jangan seenak jidat sampe pengen dapat ribuan like banyak karena ngemis spam like Lu kira bagus apa?! Ini para Boomer atau Bot kl megang Teknologi ujung-ujungnya posting Gajelas begini Tol*l bngt yang ngemis like https://t.co/DDOfBGPjWV,stop ngemi like gw ai kl bawa agama seenak jidat samp pengen ribuan like ngemi spam like lu bagu boomer bot kl megang teknolog ujungujungnya post gajela toll bngt ngemi like,"stop begging for likes, if you take religion as you please, until you want thousands of likes, beg for spam like you, boomer bot, if you use technology, in the end, post will be a big toll, begging for likes",neutral
168,PartaiSocmed,Sebaiknya hati2 menyebarkan hoax @FurqanIbr64677 karena video tsb adalah video AI Generated yg aslinya dismbil dari video pidato @jokowi di USINDO ini. Pak @ListyoSigitP @ahriesonta @CCICPolri mohon untuk mulai waspada terkait hoax dgn memanfaatkan teknologi AI. Serem ini. https://t.co/Roijq4m0E9,hati menyebarkan hoax video tsb video ai gener yg aslinya dismbil video pidato usindo mohon waspada terkait hoax dgn memanfaatkan teknolog ai serem,Be careful of spreading hoaxes. This video is an AI Gener video which was originally taken from a video of Usindo's speech. Please be careful regarding hoaxes by using scary AI technology.,negative
169,EndahYulie06,Google merupakan bentuk partisipasinya dalam program pemerintah termasuk pemberantasan judi online dengan teknologi AI. #DukungKominfoBerantasJudol https://t.co/XThJpGfY30,googl bentuk partisipasinya program pemerintah pemberantasan judi onlin teknolog ai dukungkominfoberantasjudol,"Google forms its participation in the government program to eradicate online gambling, AI technology supports Kominfo, eradicating judol",neutral
170,AmandaWizzel,Menkominfo Budi Arie Setiadi siapkan pertemuan dgn google utk berantas judi online dgn teknologi AI nya. #DukungKominfoBerantasJudol https://t.co/41u6ueZxSu,menkominfo budi ari setiadi siapkan pertemuan dgn googl utk beranta judi onlin dgn teknolog ai nya dukungkominfoberantasjudol,Minister of Communication and Information Budi Ari Setiadi prepares a meeting with Google to eradicate online gambling with AI technology to support Kominfo's eradication of judol,neutral
171,mysrtmz,Tentang pelaburan pusat data &amp; program lanjutan AI oleh Google dengan nilai RM9.4 bilion YBM @rafiziramli menyatakan ianya teknologi terkini &amp; bermanfaat kepada kelompok perniagaan dari segi membesarkan skala operasi sekaligus mencipta ekonomi perkongsian dengan tenaga bersih. https://t.co/s7Y7H5HjM8,pelaburan pusat data amp program lanjutan ai googl nilai rm bilion ybm ianya teknolog terkini amp bermanfaat kelompok perniagaan segi membesarkan skala operasi mencipta ekonomi perkongsian tenaga bersih,data center investment & Google AI advanced program Rm Billion YBM is the latest technology & useful business group in terms of increasing the scale of operations creating a clean energy sharing economy,positive
172,Saodah1234,Adopsi teknologi AI meminimalisir risiko kesalahan manusia untuk mencapai tingkat produktivitas &amp; akurasi yg tinggi. Tentu saja digitalisasi proses pembebasan bea cukai ini sangat berguna untuk industri logistik atau freight forwarding. ___ Indah G Tanggerang KM 18 Sponge https://t.co/6ThdRUAj93,adopsi teknolog ai meminimalisir risiko kesalahan manusia mencapai tingkat produktivita amp akurasi yg digitalisasi prose pembebasan bea cukai berguna industri logistik freight forward ___ indah g tanggerang km spong,"adoption of AI technology minimizes the risk of human error, achieves levels of productivity and accuracy that digitalizes the customs clearance process, which is useful for the freight forward logistics industry ___ indah g tanggerang km spong",positive
173,colorhejo_,Jaman semakin modern Teknologi semakin canggih Dg menggunakan sistem CEISA dan INSW Perusahaan rintisan Fr8co jebolan SSI batch ketujuh menghadirkan teknologi AI untuk otomatisasi entri data dalam proses bea cukai. ___ Indah G Tangerang KM 18 Wangi Access by KAI iPhone 15 Bocah https://t.co/SjSmLs7XYM,jaman modern teknolog canggih dg sistem ceisa insw perusahaan rintisan frco jebolan ssi batch ketujuh menghadirkan teknolog ai otomatisasi entri data prose bea cukai ___ indah g tangerang km wangi access by kai iphon bocah,modern era advanced technology with ceisa insw system frco startup company seventh batch of ssi graduates presents ai technology automation of data entry customs process ___ indah g tangerang km fragrant access by kai iphon anak,positive
174,TurnBackHoax, Video Dokter Richard Berisi Ajakan Bergabung di Situs Judi Online Faktanya video tersebut merupakan hasil manipulasi dengan memakai teknologi AI ... https://t.co/ffheu0sSrk,video dokter richard berisi ajakan bergabung situ judi onlin faktanya video hasil manipulasi memakai teknolog ai,"Doctor Richard's video contains an invitation to join an online gambling site, in fact the video is manipulated using AI technology",neutral
175,Dheviwahyuni,Menkominfo Budi Arie yakin AI yg digunakan untuk memerangi judi online itu merupakan teknologi yg terkini. #DukungKominfoBerantasJudol https://t.co/4V8R0nDzmn,menkominfo budi ari ai yg memerangi judi onlin teknolog yg terkini dukungkominfoberantasjudol,"Minister of Communication and Information Budi Ari AI who fights online gambling, the latest technology supports Kominfo to eradicate judol",positive
176,sada_ikawa,AVPN AIオポチュニティファンドに関する記事 https://t.co/d0rFiy0KN3 https://t.co/YMt0MjF1Q3,avpn aiオポチュニティファンドに関する記事,avpn aiオポチュニティファンドに関する記事,neutral
177,TurnBackHoax, Hotman Paris dan Raffi Ahmad Berikan Rekomendasi Situs Judi Online Faktanya video tersebut merupakan hasil manipulasi dengan memakai teknologi AI untuk mengubah suara Hotman Paris dan Raffi Ahmad ... https://t.co/hFcUJlbVjO,hotman pari raffi ahmad rekomendasi situ judi onlin faktanya video hasil manipulasi memakai teknolog ai mengubah suara hotman pari raffi ahmad,"Hotman Pari Raffi Ahmad, recommendations for online gambling sites, in fact the video manipulated using AI technology changes Hotman Pari Raffi Ahmad's voice",neutral
178,InfoKomputer,Contoh pemanfaatan teknologi AI di sektor perbankan Indonesia - https://t.co/YZ0EvCtvSl https://t.co/g3svXo0UGP,contoh pemanfaatan teknolog ai sektor perbankan indonesia,example of the use of AI technology in the Indonesian banking sector,neutral
179,dokterparu,Paham dasar keilmuan medis &amp; teknologi A dan terpenuhi aja dulu soal etika penggunaan AI dalam bidang kesehatan. Jangan sekadar AIUEO aja. https://t.co/QMBoB81IsG,paham dasar keilmuan medi amp teknolog a terpenuhi aja etika penggunaan ai bidang kesehatan aiueo aja,"understand the basics of medical science and technology, just fulfill the ethics of using AI in the health sector, AIUEO",neutral
180,raca3indo, RACA secara resmi meluncurkan RACA AI RACA AI dirancang untuk secara langsung mengakomodasi pengguna AI Non-Blockchain dengan GPU dunia berdasarkan sistem operasi cloud dan teknologi container menyediakan sumber daya komputasi bare metal. Lebih detailnya https://t.co/Ug6bZcP7XE,raca resmi meluncurkan raca ai raca ai dirancang langsung mengakomodasi pengguna ai nonblockchain gpu dunia berdasarkan sistem operasi cloud teknolog contain menyediakan sumber daya komputasi bare metal detailnya,raca officially launches raca ai raca ai is designed to directly accommodate the world's non-blockchain gpu ai users based on the cloud operating system contain technology provides bare metal computing resources in detail,positive
181,KemenkesRI,#RilisSehat Teknologi AI Peluang Besar Tingkatkan Layanan Kesehatan @KemenkesRI https://t.co/1y4klVofw2 https://t.co/Jcvd0bj2jr,rilissehat teknolog ai peluang tingkatkan layanan kesehatan,releasesehat AI technology opportunities to improve health services,neutral
182,hazrilhafiz11,Dengan teknologi AI sekarang dah mudah &amp; jimat nak ada official model untuk buat any campaign marketing. Bayangkan setiap kempen marketing model muka sama tapi boleh customize character dll... Ini function consistent character Nak belajar ? Tengok 1st thread https://t.co/7cAeiEKIfK,teknolog ai dah mudah amp jimat nak offici model ani campaign market bayangkan kempen market model muka custom charact dll function consist charact nak belajar tengok st thread,"AI technology is easy & saves for office models, market campaigns, imagine market campaigns, face models, custom characters, etc. function consist of characters, if you want to learn, look at the st thread",positive
183,VIVAcoid,[VIDEO] Menyala Indonesia Bikin Kapal Selam Teknologi AI Tanpa Bantuan Negara Asing https://t.co/lg0Y9KmUfT #youtube https://t.co/Aiv4AAUrdw,video menyala indonesia bikin kapal selam teknolog ai bantuan negara ase youtub,video lit indonesia builds submarine ai technology aided by state ase youtube,neutral
184,BuletinTV3,KECERDASAN BUATAN | Personaliti radio yang dijana teknologi kecerdasan buatan atau artificial intelligence (AI) bertugas di Fly FM DJ Aina menerima Anugerah Penyiaran Asia Pasifik 2024 di Singapura baru-baru ini. https://t.co/KjzYyqFKYV,kecerdasan buatan person radio dijana teknolog kecerdasan buatan artifici intellig ai bertuga fli fm dj aina menerima anugerah penyiaran asia pasifik singapura barubaru,artificial intelligence person radio created artificial intelligence technology artificial intelligence ai bertuga fli fm dj aina receives asia pacific broadcasting award singapore barubaru,negative
185,kemkominfo,Siaran Pers No. 385/HM/KOMINFO/06/2024 tentang Kembangkan AI Menteri Budi Arie Tekankan Transfer Teknologi dan Pengetahuan https://t.co/oRjlpkgSSv https://t.co/0v998S7d7H,siaran per no hmkominfo kembangkan ai menteri budi ari tekankan transfer teknolog pengetahuan,broadcast per no. hmkominfo develops AI Minister Budi Ari emphasizes technological transfer of knowledge,neutral
186,sidevanpratama,Kick-Off BUMN AI Center of Excellence BRI Kenalkan Sejumlah Inovasi Teknologi AI #BRInovasi #reqread https://t.co/WRNWPny7Z2,kickoff bumn ai center of excel bri kenalkan inovasi teknolog ai brinovasi reqread,kickoff BUMN AI Center of Excel Bri introduces AI technology innovation Brinovasi reqread,negative
187,wulansantiq,Kick-Off BUMN AI Center of Excellence BRI Kenalkan Sejumlah Inovasi Teknologi AI #BRInovasi #reqread https://t.co/y4V2DSIEY5,kickoff bumn ai center of excel bri kenalkan inovasi teknolog ai brinovasi reqread,kickoff BUMN AI Center of Excel Bri introduces AI technology innovation Brinovasi reqread,negative
188,rositrakmad,Kick-Off BUMN AI Center of Excellence BRI Kenalkan Sejumlah Inovasi Teknologi AI #BRInovasi #reqread https://t.co/3jww7eb3HT,kickoff bumn ai center of excel bri kenalkan inovasi teknolog ai brinovasi reqread,kickoff BUMN AI Center of Excel Bri introduces AI technology innovation Brinovasi reqread,negative
189,jpmgov_,Justeru beliau menggalakkan semua ahli PUSPANITA untuk memanfaatkan pelbagai sumber dan peluang yang ada seperti kemajuan teknologi terutamanya dalam bidang ekonomi digital dan Kecerdasan Buatan (AI) bakat-bakat tempatan dan dunia tanpa sempadan. https://t.co/GFkpbKzjiR,justeru beliau menggalakkan ahli puspanita memanfaatkan pelbagai sumber peluang kemajuan teknolog terutamanya bidang ekonomi digit kecerdasan buatan ai bakatbakat tempatan dunia sempadan,"In fact, he encourages Puspanita experts to take advantage of various sources of opportunities for technological progress, especially in the field of digital economics, artificial intelligence, local talents, the world's borders.",negative
190,tikusumak,Kick-Off BUMN AI Center of Excellence BRI Kenalkan Sejumlah Inovasi Teknologi AI #BRInovasi #reqread https://t.co/Jd7rDjjeDO,kickoff bumn ai center of excel bri kenalkan inovasi teknolog ai brinovasi reqread,kickoff BUMN AI Center of Excel Bri introduces AI technology innovation Brinovasi reqread,negative
191,adifitri33,Ini metafor yang baik utk menggambarkan penggunaan AI oleh kerajaan Malaysia: Isu yang boleh diselesaikan dengan mudah &amp; murah dgn kaedah biasa nk jugak susah payah guna teknologi yg lagi mahal &amp; kurang cekap. Mcm guna hos gen AI kaku masa Raya padahal boleh je guna green screen,metafor utk menggambarkan penggunaan ai kerajaan malaysia isu diselesaikan mudah amp murah dgn kaedah nk jugak susah payah teknolog yg mahal amp cekap mcm ho gen ai kaku raya je green screen,"a metaphor to describe the use of AI in the Kingdom of Malaysia, issues are resolved easily and cheaply with methods that are difficult and expensive, technology that is expensive and efficient like ho gen AI Kaku Raya Je Green Screen",negative
192,Bernama_Radio,Undang-undang bagi mengawal selia penggunaan teknologi kecerdasan buatan (AI) untuk mengekang penyalahgunaan teknologi berkenaan bagi tujuan jenayah perlu disegerakan - Anggota @MCMC_RASMI https://t.co/triDfNjp0X https://t.co/hv7oPE3Hwe,undangundang mengaw selia penggunaan teknolog kecerdasan buatan ai mengekang penyalahgunaan teknolog tujuan jenayah disegerakan anggota,Legislation regulates the use of AI artificial intelligence technology to curb misuse of technology for criminal purposes among members,negative
193,BuletinTV3,HAWANA 2024 | Perdana Menteri Datuk Seri Anwar Ibrahim mengumumkan peruntukan sebanyak RM1 juta bagi pelaksanaan Pusat Latihan Kecemerlangan Bernama supaya terus menambah kursus latihan terutama dalam bidang berkaitan teknologi Artificial Intelligence (AI) untuk pengamal media. https://t.co/ydDA999Zg4,hawana perdana menteri datuk seri anwar ibrahim mengumumkan peruntukan rm juta pelaksanaan pusat latihan kecemerlangan bernama menambah kursu latihan bidang berkaitan teknolog artifici intellig ai pengam media,"Hawana Prime Minister Datuk Seri Anwar Ibrahim announced the allocation of Rm million for the implementation of an excellence training center called adding training courses in fields related to technology, artificial intelligence, media industry",negative
194,bernamadotcom,Sarawak akan terokai potensi luar biasa teknologi AI - Abang Johari https://t.co/em3Zv7DLoX #BernamaNews https://t.co/LPeM9Avk2S,sarawak terokai potensi teknolog ai abang johari bernamanew,Sarawak explores potential of AI technology Abang Johari namednew,neutral
195,wastedrockers1,Gak ada masalah sama musik yang dibikin pake AI. Kemajuan teknologi itu harus diberdayakan. Palingan pertanggungjawaban si musisi nya adalah; bisa ato gak bawain musik (yg dibikin pake AI tersebut) secara live.,gak musik dibikin pake ai kemajuan teknolog diberdayakan palingan pertanggungjawaban si musisi nya ato gak bawain musik yg dibikin pake ai live,"Whether music is made using AI, advances in technology are empowered, the musician is at least responsible or not performing music made using AI live.",positive
196,Ariamanggala_,Ada yang garap $HYBRID ? Hybrid ini platform yang menggabungkan teknologi AI dan blockchain. Tujuannya untuk memudahkan pengembang atau Dev untuk membangun Dapp tanpa harus memiliki pengetahuan yang mendalam tentang blockchain. Airdrop ,garap hybrid hybrid platform menggabungkan teknolog ai blockchain tujuannya memudahkan pengembang dev membangun dapp memiliki pengetahuan mendalam blockchain airdrop,working on a hybrid platform combining AI blockchain technology with the aim of making it easier for dev developers to build dapps with in-depth knowledge of blockchain airdrop,neutral
197,cnbcindonesia,Jokowi Wanti-Wanti Efek Disrupsi Teknologi: Dari AI Hingga Singularity https://t.co/9A9plk9RpN,jokowi wantiwanti efek disrupsi teknolog ai singular,Jokowi warns of the disruptive effects of singular AI technology,neutral
